"Category","Preset","CalculatorCode","Interfaces","WriteTargets","ReadTargets","RelevantPhase","Source","Evidence","LiveVerified"
"Autopilot","INI320_FCU_ALTITUDE_DIAL_DN","1 (>L:INI_ALTITUDE_DIAL_DN_COMMAND)","LVar","L:INI_ALTITUDE_DIAL_DN_COMMAND","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_ALTITUDE_DIAL_UP","1 (>L:INI_ALTITUDE_DIAL_UP_COMMAND)","LVar","L:INI_ALTITUDE_DIAL_UP_COMMAND","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_ALTITUDE_PULL","1 (>L:INI_FCU_ALTITUDE_PULL_COMMAND)","LVar","L:INI_FCU_ALTITUDE_PULL_COMMAND","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_ALTITUDE_PUSH","1 (>L:INI_FCU_ALTITUDE_PUSH_COMMAND)","LVar","L:INI_FCU_ALTITUDE_PUSH_COMMAND","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_ALTITUDE_SCALE_TOGGLE","(L:INI_ALTITUDE_STATE) ! (>L:INI_FCU_ALTITUDE_MODE_COMMAND)","LVar","L:INI_FCU_ALTITUDE_MODE_COMMAND","L:INI_ALTITUDE_STATE","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_AP1_PUSH","1 (>L:INI_AP1_BUTTON)","LVar","L:INI_AP1_BUTTON","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_AP2_PUSH","1 (>L:INI_AP2_BUTTON)","LVar","L:INI_AP2_BUTTON","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_APPR_PUSH","1 (>L:AP7_BUTTON)","LVar","L:AP7_BUTTON","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_ATHR_PUSH","1 (>L:AP8_BUTTON)","LVar","L:AP8_BUTTON","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_EXPED_PUSH","1 (>L:A320_FCU_EXPEDITE_COMMAND)","LVar","L:A320_FCU_EXPEDITE_COMMAND","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_HEADING_DIAL_DN","1 (>L:INI_HEADING_DIAL_DN_COMMAND)","LVar","L:INI_HEADING_DIAL_DN_COMMAND","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_HEADING_DIAL_UP","1 (>L:INI_HEADING_DIAL_UP_COMMAND)","LVar","L:INI_HEADING_DIAL_UP_COMMAND","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_HEADING_PULL","1 (>L:INI_FCU_SELECTED_HEADING_BUTTON)","LVar","L:INI_FCU_SELECTED_HEADING_BUTTON","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_HEADING_PUSH","1 (>L:INI_FCU_MANAGED_HEADING_BUTTON)","LVar","L:INI_FCU_MANAGED_HEADING_BUTTON","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_LOC_PUSH","1 (>L:AP6_BUTTON)","LVar","L:AP6_BUTTON","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_METRIC_ALT_PUSH","(L:INI_FCU_METRIC_STATE) ! (>L:INI_FCU_METRIC_STATE)","LVar","L:INI_FCU_METRIC_STATE","L:INI_FCU_METRIC_STATE","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_SPD_MACH_PUSH","1 (>L:INI_SPD_MACH_BUTTON)","LVar","L:INI_SPD_MACH_BUTTON","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_SPEED_DIAL_DN","1 (>L:INI_AIRSPEED_DIAL_DN_COMMAND)","LVar","L:INI_AIRSPEED_DIAL_DN_COMMAND","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_SPEED_DIAL_UP","1 (>L:INI_AIRSPEED_DIAL_UP_COMMAND)","LVar","L:INI_AIRSPEED_DIAL_UP_COMMAND","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_SPEED_PULL","1 (>L:INI_FCU_SELECTED_SPEED_BUTTON)","LVar","L:INI_FCU_SELECTED_SPEED_BUTTON","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_SPEED_PUSH","1 (>L:INI_FCU_MANAGED_SPEED_BUTTON)","LVar","L:INI_FCU_MANAGED_SPEED_BUTTON","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_TRK_FPA_PUSH","1 (>L:INI_FCU_HDG_VS_COMMAND)","LVar","L:INI_FCU_HDG_VS_COMMAND","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_VS_DIAL_DN","1 (>L:INI_VVI_DIAL_DN_COMMAND)","LVar","L:INI_VVI_DIAL_DN_COMMAND","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_VS_DIAL_UP","1 (>L:INI_VVI_DIAL_UP_COMMAND)","LVar","L:INI_VVI_DIAL_UP_COMMAND","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_VS_PULL","1 (>L:AP9_BUTTON)","LVar","L:AP9_BUTTON","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_FCU_VS_PUSH","1 (>L:INI_FCU_PUSH_COMMAND)","LVar","L:INI_FCU_PUSH_COMMAND","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Autopilot","INI320_SIDESTICK_AP_DISCONNECT_PUSH","(>K:AUTOPILOT_OFF)","KEvent","K:AUTOPILOT_OFF","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"BRAKES","INI320_BRAKES_AUTOBRAKES_DECREASE","(L:INI_AUTOBRAKE_LEVEL) -- 0 max 3 min (>L:INI_AUTOBRAKE_LEVEL)","LVar","L:INI_AUTOBRAKE_LEVEL","L:INI_AUTOBRAKE_LEVEL","Before Start / Taxi","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"BRAKES","INI320_BRAKES_AUTOBRAKES_INCREASE","(L:INI_AUTOBRAKE_LEVEL) ++ 0 max 3 min (>L:INI_AUTOBRAKE_LEVEL)","LVar","L:INI_AUTOBRAKE_LEVEL","L:INI_AUTOBRAKE_LEVEL","Before Start / Taxi","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"BRAKES","INI320_BRAKES_AUTOBRAKES_LOW","1 (>L:INI_AUTOBRAKE_LEVEL)","LVar","L:INI_AUTOBRAKE_LEVEL","","Before Start / Taxi","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"BRAKES","INI320_BRAKES_AUTOBRAKES_MAX","3 (>L:INI_AUTOBRAKE_LEVEL)","LVar","L:INI_AUTOBRAKE_LEVEL","","Before Start / Taxi","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"BRAKES","INI320_BRAKES_AUTOBRAKES_MED","2 (>L:INI_AUTOBRAKE_LEVEL)","LVar","L:INI_AUTOBRAKE_LEVEL","","Before Start / Taxi","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"BRAKES","INI320_BRAKES_AUTOBRAKES_OFF","0 (>L:INI_AUTOBRAKE_LEVEL)","LVar","L:INI_AUTOBRAKE_LEVEL","","Before Start / Taxi","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"BRAKES","INI320_SPOILERS_ARMED_TOGGLE","(L:INI_SPOILERS_ARMED) ! (>L:INI_SPOILERS_ARMED)","LVar","L:INI_SPOILERS_ARMED","L:INI_SPOILERS_ARMED","Before Start / Taxi","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Brakes","INI320_SPEED_BRAKE_LEVER_DOWN","(L:MySpoilersPos) ++ 0 max 5 min s0 (>L:MySpoilersPos) l0 0 == if{ 0 (>K:SPOILERS_SET) (>K:SPOILERS_ARM_ON) quit } l0 1 == if{ 0 (>K:SPOILERS_SET) (>K:SPOILERS_ARM_OFF) quit } l0 -- 4096 * (>K:SPOILERS_SET)","LVar+KEvent","L:MySpoilersPos;K:SPOILERS_SET;K:SPOILERS_ARM_ON;K:SPOILERS_ARM_OFF","L:MySpoilersPos","Before Start / Taxi","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Brakes","INI320_SPEED_BRAKE_LEVER_UP","(L:MySpoilersPos) -- 0 max 5 min s0 (>L:MySpoilersPos) l0 0 == if{ 0 (>K:SPOILERS_SET) (>K:SPOILERS_ARM_ON) quit } l0 1 == if{ 0 (>K:SPOILERS_SET) (>K:SPOILERS_ARM_OFF) quit } l0 -- 4096 * (>K:SPOILERS_SET)","LVar+KEvent","L:MySpoilersPos;K:SPOILERS_SET;K:SPOILERS_ARM_ON;K:SPOILERS_ARM_OFF","L:MySpoilersPos","Before Start / Taxi","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_ALL_PUSH","1 (>L:PUSH_ECAM_ALL)","LVar","L:PUSH_ECAM_ALL","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_APU_PUSH","8 (>L:INI_ECAM_ACTIVE_PAGE)","LVar","L:INI_ECAM_ACTIVE_PAGE","","Before Start / Engine Start","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_BLEED_PUSH","1 (>L:PUSH_ECAM_BLEED)","LVar","L:PUSH_ECAM_BLEED","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_CLR_PUSH","5 (>L:PUSH_ECAM_CLR) 1 (>L:ECAM_CURRENT_STATUS)","LVar","L:PUSH_ECAM_CLR;L:ECAM_CURRENT_STATUS","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_COND_PUSH","1 (>L:PUSH_ECAM_COND)","LVar","L:PUSH_ECAM_COND","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_CRUISE_PUSH","12 (>L:INI_ECAM_ACTIVE_PAGE)","LVar","L:INI_ECAM_ACTIVE_PAGE","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_DOOR_PUSH","1 (>L:PUSH_ECAM_DOOR)","LVar","L:PUSH_ECAM_DOOR","","Before Start / Engine Start","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_ELEC_PUSH","1 (>L:PUSH_ECAM_ELEC_AC)","LVar","L:PUSH_ECAM_ELEC_AC","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_ENG_PUSH","1 (>L:PUSH_ECAM_ENG)","LVar","L:PUSH_ECAM_ENG","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_FCTL_PUSH","1 (>L:PUSH_ECAM_FCTL)","LVar","L:PUSH_ECAM_FCTL","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_FUEL_PUSH","1 (>L:PUSH_ECAM_FUEL)","LVar","L:PUSH_ECAM_FUEL","","Before Start / Engine Start","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_HYD_PUSH","1 (>L:PUSH_ECAM_HYD)","LVar","L:PUSH_ECAM_HYD","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_PRESS_PUSH","1 (>L:PUSH_ECAM_PRESS)","LVar","L:PUSH_ECAM_PRESS","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_RCL_PUSH","1 (>L:PUSH_ECAM_RCL)","LVar","L:PUSH_ECAM_RCL","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_STS_PUSH","1 (>L:PUSH_ECAM_STS)","LVar","L:PUSH_ECAM_STS","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_TO_CONFIG_PUSH","1 (>L:PUSH_ECAM_TOCONFIG)","LVar","L:PUSH_ECAM_TOCONFIG","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"ECAM","INI320_ECAM_WHEEL_PUSH","1 (>L:PUSH_ECAM_WHEEL)","LVar","L:PUSH_ECAM_WHEEL","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","EFIS_captain_ARPT_button_pressed","1 (>L:INI_EFIS_CPT_ARPT_BUTTON)","LVar","L:INI_EFIS_CPT_ARPT_BUTTON","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","EFIS_RANGE_CAPT_10","(L:INI_map_range_capt_switch) 0 (>L:INI_map_range_capt_switch)","LVar","L:INI_map_range_capt_switch","L:INI_map_range_capt_switch","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","EFIS_RANGE_CAPT_160","(L:INI_map_range_capt_switch) 4 (>L:INI_map_range_capt_switch)","LVar","L:INI_map_range_capt_switch","L:INI_map_range_capt_switch","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","EFIS_RANGE_CAPT_20","(L:INI_map_range_capt_switch) 1 (>L:INI_map_range_capt_switch)","LVar","L:INI_map_range_capt_switch","L:INI_map_range_capt_switch","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","EFIS_RANGE_CAPT_320","(L:INI_map_range_capt_switch) 5 (>L:INI_map_range_capt_switch)","LVar","L:INI_map_range_capt_switch","L:INI_map_range_capt_switch","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","EFIS_RANGE_CAPT_40","(L:INI_map_range_capt_switch) 2 (>L:INI_map_range_capt_switch)","LVar","L:INI_map_range_capt_switch","L:INI_map_range_capt_switch","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","EFIS_RANGE_CAPT_80","(L:INI_map_range_capt_switch) 3 (>L:INI_map_range_capt_switch)","LVar","L:INI_map_range_capt_switch","L:INI_map_range_capt_switch","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","INI320_EFIS_ALTIMETER_CPT_PULL_COMMAND","1 (>L:INI_1_ALTIMETER_PULL_COMMAND)","LVar","L:INI_1_ALTIMETER_PULL_COMMAND","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","INI320_EFIS_ALTIMETER_CPT_PUSH_COMMAND","1 (>L:INI_1_ALTIMETER_PUSH_COMMAND)","LVar","L:INI_1_ALTIMETER_PUSH_COMMAND","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","INI320_EFIS_ADF1_CAPT_ADF","0 (>L:INI_VOR_ADF1_CAPT_STATE)","LVar","L:INI_VOR_ADF1_CAPT_STATE","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","INI320_EFIS_ADF1_CAPT_VOR","2 (>L:INI_VOR_ADF1_CAPT_STATE)","LVar","L:INI_VOR_ADF1_CAPT_STATE","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","INI320_EFIS_ADF2_CAPT_ADF","0 (>L:INI_VOR_ADF2_CAPT_STATE)","LVar","L:INI_VOR_ADF2_CAPT_STATE","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","INI320_EFIS_ADF2_CAPT_VOR","2 (>L:INI_VOR_ADF2_CAPT_STATE)","LVar","L:INI_VOR_ADF2_CAPT_STATE","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","INI320_EFIS_ARPT_CAPT_BUTTON","1 (>L:INI_EFIS_CPT_ARPT_BUTTON)","LVar","L:INI_EFIS_CPT_ARPT_BUTTON","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","INI320_EFIS_BARO_CPT_DECR","(L:XMLVAR_Baro1_Mode) 2 != (L:XMLVAR_Baro1_Mode) 3 != and if{ (L:XMLVAR_Baro_Selector_HPA_1) if{ 1 (A:KOHLSMAN SETTING MB:1, mbars) -- 16 * (>K:2:KOHLSMAN_SET) } els{ 1 (>K:KOHLSMAN_DEC) } }","KEvent+SimVarRead","K:2:KOHLSMAN_SET;K:KOHLSMAN_DEC","L:XMLVAR_Baro1_Mode;L:XMLVAR_Baro_Selector_HPA_1;A:KOHLSMAN SETTING MB:1","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","INI320_EFIS_BARO_CPT_INCR","(L:XMLVAR_Baro1_Mode) 2 != (L:XMLVAR_Baro1_Mode) 3 != and if{ (L:XMLVAR_Baro_Selector_HPA_1) if{ 1 (A:KOHLSMAN SETTING MB:1, mbars) ++ 16 * (>K:2:KOHLSMAN_SET) } els{ 1 (>K:KOHLSMAN_INC) } }","KEvent+SimVarRead","K:2:KOHLSMAN_SET;K:KOHLSMAN_INC","L:XMLVAR_Baro1_Mode;L:XMLVAR_Baro_Selector_HPA_1;A:KOHLSMAN SETTING MB:1","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","INI320_EFIS_BARO_UNIT_SELECTOR_CPT_Toggle","(L:XMLVAR_Baro_Selector_HPA_1, Bool) ! (>L:XMLVAR_Baro_Selector_HPA_1)","LVar","L:XMLVAR_Baro_Selector_HPA_1","L:XMLVAR_Baro_Selector_HPA_1","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","INI320_EFIS_BARO_UNIT_SELECTOR_CPT_hPa","1 (>L:XMLVAR_Baro_Selector_HPA_1)","LVar","L:XMLVAR_Baro_Selector_HPA_1","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"EFIS","INI320_EFIS_BARO_UNIT_SELECTOR_CPT_in_Hg","0 (>L:XMLVAR_Baro_Selector_HPA_1)","LVar","L:XMLVAR_Baro_Selector_HPA_1","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
